pred,id
-842.6858958441296,2
-794.2796067579006,4
-1068.1588710483586,7
-434.57587773994817,8
-1258.4675913713756,11
-1168.9526763014949,12
-971.950303018249,13
154.17051391800035,16
-577.3702547766851,22
-568.8203190537482,33
-1115.3432460523863,37
-481.8934532829903,38
-778.854439541569,43
-474.90246264992396,48
-751.2187869224119,51
-389.7092195158623,56
-614.080908070594,58
-137.51375568376125,67
-552.4532167425873,71
-228.75327804486972,77
-411.7014921963515,82
-558.209568299987,85
3343.808399114061,92
3655.389949080611,93
3501.068331297789,94
2986.237531793423,97
3633.9926350962196,99
2801.2906038082338,110
3627.993428140934,114
3778.865558123908,118
3870.43280577117,121
1918.311132654225,124
4506.783195004424,127
3024.2511713255863,129
3499.8534755706096,132
3770.449423122346,133
3394.2783379426755,137
3121.022853705168,140
3450.234182599203,141
3949.819402775767,145
3308.3028452745248,147
3551.072852658665,149
3167.3015206656655,152
3883.6427182317616,155
4258.993703158736,156
3548.9699507197524,159
3684.4092318096837,164
3120.1114711974315,166
5430.014963778282,173
3371.6775396010826,179
3173.925712099463,185
3802.485223156473,186
3244.19202734098,191
3293.664906406623,193
3245.9292077154482,196
3380.5863680660336,198
3688.6209579465117,199
3250.0315746481806,205
3220.0948538462553,209
4052.941508498031,210
4046.8048256587135,214
2027.5941330222458,220
3523.744391166001,226
3724.9145490262613,229
1947.5396960400165,234
3305.950037509562,235
3504.2223281316155,237
3744.801176440891,244
2358.9173248312804,251
3858.404267975948,252
3388.3819204015676,272
3373.111178677248,275
3635.7254916483744,277
3521.736582845786,281
2586.312370431425,282
3799.29866950675,283
4345.556198569415,288
4269.053124035289,298
3269.485366000031,301
4779.465933632919,303
4460.5430473855595,304
4205.059346757195,308
3409.7905743234214,313
6066.509332826987,316
3940.0969748134385,317
3374.4136018698205,320
3244.19202734098,321
3314.182382354371,330
2804.612367896598,334
3204.539526930597,337
3383.4131379579726,339
3460.0375432549527,341
3484.74817664348,346
3660.9033938157067,354
800.4432315821355,357
3569.256956932158,358
3941.679042982884,361
3603.291407589306,366
3610.1755075126443,368
4291.460525355948,370
3770.0580145082426,371
2736.3398916031865,372
4231.8301445835705,374
4581.199049693999,375
3456.37440735977,378
3398.5996670675213,379
3727.1830450271973,383
2615.738725215558,385
-228.80722554824703,393
-304.881411919364,397
-44.582520730059045,402
37.950590920054296,406
-61.980363862434494,408
48.255050345123664,417
-59.15578421007994,420
3347.3447203619635,421
3824.2085467741645,423
3686.9947024412722,425
5196.287687522871,427
3227.5424218445696,436
4296.353696455027,442
6117.926604197897,445
2920.919701879717,447
4415.051942056382,450
3530.450733610278,452
3772.7826810589927,461
3181.115971394432,463
3221.4731766796413,471
3327.3236130402606,472
3407.6624206592096,474
4080.7142660550558,479
3246.2429021067765,483
3591.0269364328788,484
3528.717877058123,485
3962.205200151833,495
3554.863351235877,497
3447.309534314736,498
3871.9086758478356,499
3312.2538837306333,502
3845.7848338690105,504
2827.8043351614247,505
3914.613686830456,510
2991.632707339741,515
4330.859626089144,521
3705.2437010271674,525
3961.1118117280835,530
3314.2616920508485,531
3510.872018622304,532
3368.8880805364724,538
3431.088714200249,539
3836.738529520029,542
3958.165358321987,545
2760.5934011458276,546
3814.791831296253,547
4316.011313637502,549
3403.0927569691803,550
3658.8597262302865,555
3997.110677089777,563
3368.886545535222,567
3511.8870896904277,571
2926.787159060263,573
1965.213934412484,578
3494.1361963094537,580
3562.9843531878428,581
3805.185509599132,586
3880.8314417313613,588
3921.603459778987,590
2998.2654863498956,591
3888.8710709978404,606
3785.950822413507,609
3762.6368698653587,613
3984.62320492205,614
3631.273915422001,616
3442.6993179443893,617
3534.698235573185,618
3300.5540611998217,620
3717.924050562523,623
4429.932059979571,626
4858.852530637517,631
3631.5660163069138,638
3554.497007054351,639
3358.7388304083584,643
3626.1828186733464,644
3766.758585753723,656
3096.3185498955527,659
7203.291563111498,660
3598.9700784644574,662
4635.361845618666,665
3899.6876246354504,671
3919.5208360735523,673
3676.835121962871,679
3926.1834382240168,687
2413.4962600938015,689
4497.756571651081,696
1907.1504407380814,704
1933.2742827169056,705
2906.175179978798,707
3641.3693769626625,710
4132.687331346754,715
5676.516013729596,716
3032.3867483262006,720
16.17032406032991,726
197.69910904230665,728
-181.6395582102371,731
-205.755591868847,732
-161.04277256601137,735
445.7955674516612,743
3666.9699658979466,751
3489.891006831901,758
4412.711563931161,760
3384.2430919644494,762
3317.780940065232,763
3655.5896597478,771
3814.630304181633,773
3389.14142986902,781
3588.0256892434695,785
2965.008713918416,786
4231.165810803559,795
3422.7950104226097,800
4417.059727586495,802
3364.2683399036437,815
3448.5599596594193,817
3936.387070657426,818
3557.981451783434,822
3737.2515154972502,830
3789.2847994853446,832
2990.3147263202977,841
6657.716765149292,845
2953.954601249219,847
1635.1837770346913,850
4750.069187171676,851
2809.481973046085,852
5011.08438570117,858
3258.806630318673,862
4417.495477954499,863
3337.5770052797784,867
3519.4219543452405,872
4134.871137417659,875
5184.716200580699,879
3455.9490879311015,880
2432.3555290522418,884
2608.2062606912796,885
3963.668642280975,887
3758.621253224929,892
3172.000996187141,895
2789.58164853438,898
4371.640769725505,902
4072.1569358490383,908
4036.9867895212305,909
2961.6150446680945,911
4411.581736362223,912
2661.12904719601,914
2026.2553598731843,920
3838.907864954862,921
3784.8406030599613,923
3179.806723153395,924
2877.559877288236,927
